Activity Totals Data Participant ID,Activity Totals Data Entry Date,Activity Totals Data Stddev La,Activity Totals Data Total La,Activity Totals Data Avg Actual LA,Activity Totals Data Avg Normalized La,Activity Totals Data Average Actual LA,Activity Totals Data Average Actual RA,Activity Totals Data Count,Activity Totals Data La Avg Normalized,Activity Totals Data Total La
1996,2023-04-16,59.27507247604253,15674.949999999999,97.96843750000001,244.70987379875004,97.968438,201.808797,1,244.709874,15674.95
1996,2023-11-05,111.39563980553882,34758.48,204.46164705882356,510.7132983360001,204.461647,348.122121,1,510.713298,34758.48
1996,2023-08-31,111.76527769634659,35215.27,203.55647398843928,508.4523172131792,203.556474,291.184556,1,508.452317,35215.27
1988,2023-10-21,129.23380100303905,47529.170000000006,289.8120121951219,723.905195789512,289.812012,311.922229,1,723.905196,47529.17
1988,2023-08-31,125.42709370255531,44759.479999999996,269.63542168674695,673.5072202477108,269.635422,347.351687,1,673.50722,44759.48
1988,2023-05-27,100.31680636138194,35808.27,214.4207784431138,535.5896549094612,214.420778,288.42227,1,535.589655,35808.27
1988,2023-06-26,135.2396632815936,48184.89,286.8148214285715,716.4186808164288,286.814821,310.009167,1,716.418681,48184.89
1988,2023-04-26,94.8574306045225,34507.020000000004,204.18355029585797,510.0186560052071,204.18355,228.80503,1,510.018656,34507.02
1988,2023-07-30,144.69414252241117,48940.35999999999,286.2009356725146,714.8852899639767,286.200936,309.37017,1,714.88529,48940.36
1988,2023-09-22,134.77243614595042,45260.82,257.16374999999994,642.3549299549999,257.16375,315.539029,1,642.35493,45260.82
1986,2023-09-09,67.93787438508781,15425.179999999998,136.50601769911503,340.97073727362834,136.506018,117.823719,1,340.970737,15425.18
1986,2023-11-11,130.02372489993542,29861.06999999999,233.28960937499997,582.7210510396875,233.289609,249.077107,1,582.721051,29861.07
1986,2023-10-09,137.70378961533572,41969.869999999995,251.3165868263473,627.7496285046707,251.316587,223.249706,1,627.749629,41969.87
1986,2023-08-07,102.9469512122884,32230.92,181.07258426966297,452.29106818247203,181.072584,159.702909,1,452.291068,32230.92
1965,2023-02-06,151.4474648329506,47224.91,260.9111049723756,651.7152380886185,260.911105,248.179441,1,651.715238,47224.91
1957,2023-06-21,46.47647262468123,8504.11,75.25761061946903,187.98177114017702,75.257611,36.498727,1,187.981771,8504.11
1957,2023-08-23,36.927489780298586,8498.849999999999,53.1178125,132.68000924625,53.117813,20.492356,1,132.680009,8498.85
1957,2023-04-19,50.23705289197673,15491.019999999999,93.31939759036146,233.09729735469884,93.319398,44.944556,1,233.097297,15491.02
1957,2023-07-19,40.11644847099724,8829.5,52.2455621301775,130.50126389349109,52.245562,25.067661,1,130.501264,8829.5
1957,2023-05-19,49.855216954846576,13723.999999999998,81.20710059171599,202.84266897041422,81.207101,38.090291,1,202.842669,13724
1957,2023-03-14,52.33743411640103,16862.229999999996,99.18958823529411,247.760117836,99.189588,53.140732,1,247.760118,16862.23
1957,2023-02-06,79.3796547696552,24217.779999999995,139.98716763005777,349.66610674173404,139.987168,81.226625,1,349.666107,24217.78
1957,2023-09-24,33.39605073994273,8085.79,44.921055555555554,112.20578909311112,44.921056,18.612229,1,112.205789,8085.79
1956,2023-02-14,137.18899271416632,38964.44,231.93119047619052,579.3279325438097,231.93119,240.984865,1,579.327933,38964.44
1955,2023-04-15,88.17796973914218,29839.590000000004,180.846,451.72509602400004,180.846,158.11006,1,451.725096,29839.59
1955,2023-06-20,74.69346987404911,25659.359999999993,154.5744578313253,386.10288204722895,154.574458,144.160964,1,386.102882,25659.36
1955,2023-05-17,80.2357261925575,27233.459999999995,159.26,397.80663544,159.26,162.428837,1,397.806635,27233.46
1942,2023-06-11,87.28953808040839,30191.38,178.64721893491122,446.2328839332544,178.647219,153.304716,1,446.232884,30191.38
1942,2023-07-09,80.07219713959337,26768.300000000003,158.39230769230772,395.6392754153847,158.392308,146.056727,1,395.639275,26768.3
1942,2023-05-05,102.21868440377419,33357.93,195.0756140350877,487.2684520638597,195.075614,181.495183,1,487.268452,33357.93
1942,2023-08-13,84.87636517299902,28328.58000000001,164.7010465116279,411.39752082279074,164.701047,133.159718,1,411.397521,28328.58
1942,2023-09-18,100.97850836637492,32568.710000000003,182.97028089887638,457.031218321573,182.970281,149.230056,1,457.031218,32568.71
1939,2023-03-17,55.964160701541395,17613.35,109.39968944099378,273.2633578720497,109.399689,109.708037,1,273.263358,17613.35
1939,2023-01-16,66.36369754705461,20572.070000000003,126.20901840490797,315.25043936858896,126.209018,130.233669,1,315.250439,20572.07
1939,2022-12-19,67.9834566409209,21874.43,133.3806707317073,333.16410810317075,133.380671,122.423427,1,333.164108,21874.43
1939,2023-02-19,49.57312184237009,15899.9,95.20898203592814,237.81718452455092,95.208982,94.810588,1,237.817185,15899.9
1939,2022-11-20,68.1459934484942,21648.94,126.60198830409357,316.23201687345033,126.601988,131.140227,1,316.232017,21648.94
1939,2022-10-21,75.52721387610592,22650.729999999996,125.14215469613262,312.5855802548067,125.142155,117.480694,1,312.58558,22650.73
1937,2023-06-17,16.122001097412856,1173.7799999999997,10.768623853211007,26.898342479999997,10.768624,22.292321,1,26.898342,1173.78
1937,2023-07-21,14.195220746310152,1047.0000000000002,7.425531914893616,18.54782034042553,7.425532,10.207126,1,18.54782,1047
1937,2022-12-16,14.999127079863506,2757.1000000000004,18.138815789473682,45.3079321868421,18.138816,64.853743,1,45.307932,2757.1
1937,2022-10-21,31.496666451627945,6767.64,42.833164556962025,106.99056308962027,42.833165,119.811845,1,106.990563,6767.64
1937,2023-01-15,22.466815573265066,5524.43,34.31322981366459,85.70909521068323,34.31323,66.418805,1,85.709095,5524.43
1937,2023-03-26,16.23839699372391,2354.4700000000003,14.356524390243901,35.86035830902439,14.356524,56.317355,1,35.860358,2354.47
1937,2023-05-21,15.695633560324804,2495.2400000000007,14.85261904761905,37.09952537238096,14.852619,33.819112,1,37.099525,2495.24
1937,2022-11-24,23.227435416069024,5440.970000000001,32.00570588235294,79.94526040400001,32.005706,74.682622,1,79.94526,5440.97
1937,2023-04-22,21.18755363187513,4149.840000000001,24.410823529411765,60.97442908800001,24.410824,60.149688,1,60.974429,4149.84
1931,2023-11-11,4.21293231624942,141,0.8011363636363638,2.0011136590909095,0.801136,0,1,2.001114,141
1921,2022-11-18,23.138937261898242,2051.7000000000003,37.99444444444444,94.90419508888888,37.994444,0,1,94.904195,2051.7
1912,2022-10-24,134.94625402615904,44277.750000000015,254.46982758620686,635.6259320172413,254.469828,274.400625,1,635.625932,44277.75
1912,2022-08-12,121.86118149742374,38589.28,219.25727272727272,547.6704631381818,219.257273,259.157647,1,547.670463,38589.28
1912,2022-09-17,148.82705629757015,46548.17000000002,257.1722099447514,642.3760615772376,257.17221,276.089322,1,642.376062,46548.17
1908,2022-12-09,64.78075783187715,21820.579999999998,129.88440476190476,324.43098112809525,129.884405,135.547035,1,324.430981,21820.58
1908,2022-11-05,61.74854288955658,18862.969999999998,109.66843023255811,273.9346304458139,109.66843,97.352216,1,273.93463,18862.97
1908,2023-01-11,47.60374895255897,16541.530000000002,94.52302857142858,236.10377977897147,94.523029,113.314195,1,236.10378,16541.53
1898,2023-02-10,59.69288130112399,21732.710000000003,132.5165243902439,331.0056053490244,132.516524,118.161497,1,331.005605,21732.71
1898,2023-03-09,71.7331261689878,23881.370000000003,139.65713450292398,348.8417354753217,139.657135,106.406242,1,348.841735,23881.37
1896,2023-04-16,83.25969467790065,28565.210000000003,165.1168208092485,412.43606015745655,165.116821,177.862023,1,412.43606,28565.21
1896,2023-05-15,94.84540123560241,33145.89000000001,191.59473988439305,478.5737714517919,191.59474,179.25477,1,478.573771,33145.89
1896,2023-01-15,52.15785182344798,18252.9,104.90172413793104,262.0281422275862,104.901724,116.714647,1,262.028142,18252.9
1896,2023-10-25,114.31226415971385,40246.05999999999,229.9774857142857,574.4478828265143,229.977486,183.673197,1,574.447883,40246.06
1896,2023-08-26,127.74069495762303,40365.35,229.34857954545453,572.8769733261364,229.34858,206.001264,1,572.876973,40365.35
1896,2023-02-17,80.29643113231941,26305.309999999998,148.61757062146893,371.2235070714125,148.617571,156.046816,1,371.223507,26305.31
1896,2023-03-17,74.25210674932616,23977.08,133.95016759776536,334.58662243307265,133.950168,131.642316,1,334.586622,23977.08
1896,2023-07-01,102.03541751304029,33515.28,187.23620111731842,467.68682154368713,187.236201,178.276417,1,467.686822,33515.28
1896,2022-11-18,45.82157863651177,15207.149999999998,83.55576923076922,208.7092768384615,83.555769,86.465843,1,208.709277,15207.15
1896,2023-07-29,109.96036151426487,35585.24000000001,193.39804347826083,483.078142513913,193.398043,180.918539,1,483.078143,35585.24
1896,2022-12-17,61.44059845818097,18625.309999999998,99.60058823529413,248.78673172000003,99.600588,94.418289,1,248.786732,18625.31
1896,2023-09-23,116.70016349513246,36988,196.74468085106383,491.43752059574473,196.744681,196.429341,1,491.437521,36988
1892,2022-11-21,80.95439419990882,27232.61,157.41393063583817,393.1954421551446,157.413931,40.430722,1,393.195442,27232.61
1892,2022-12-18,83.61484992317646,28298.940000000002,160.78943181818184,401.62691753045465,160.789432,44.315486,1,401.626918,28298.94
1892,2023-01-21,100.70335417529043,33638.21,179.8834759358289,449.3208610654546,179.883476,40.223125,1,449.320861,33638.21
1892,2023-09-18,78.73328845719573,25583.17,136.08069148936167,339.9083387525531,136.080691,19.722926,1,339.908339,25583.17
1892,2023-07-17,71.24823307738907,25349.09000000001,133.41626315789475,333.25301243136846,133.416263,16.906868,1,333.253012,25349.09
1892,2023-04-22,96.21853393934146,34329.32,179.73465968586385,448.94914128837695,179.73466,43.153315,1,448.949141,34329.32
1892,2023-03-20,83.68787384812792,29733.58,155.67319371727748,388.8473528875393,155.673194,36.395909,1,388.847353,29733.58
1892,2023-08-19,75.51654131722528,26312.589999999993,136.33466321243523,340.5427204972021,136.334663,20.307976,1,340.54272,26312.59
1892,2023-02-20,86.34156531993305,29626.319999999992,152.71298969072168,381.453225021031,152.71299,37.89573,1,381.453225,29626.32
1892,2023-06-18,83.44112054327294,27889.030000000002,142.29096938775504,355.4206441393876,142.290969,21.142857,1,355.420644,27889.03
1892,2023-05-19,85.1743173081933,27994.319999999996,142.82816326530607,356.7624706432652,142.828163,34.696648,1,356.762471,27994.32
1892,2023-10-21,75.31304085089477,25465.309999999998,127.32655,318.0418589582,127.32655,25.877619,1,318.041859,25465.31
1886,2022-09-25,145.3590232137072,16784.12,289.3813793103448,722.829542022069,289.381379,360.284464,1,722.829542,16784.12
1886,2022-12-23,185.2991368760442,42208.31999999999,373.5249557522125,933.0070695759296,373.524956,373.86661,1,933.00707,42208.32
1886,2023-04-14,241.2356655441128,55627.85000000001,483.72043478260866,1208.2581856991305,483.720435,492.901897,1,1208.258186,55627.85
1886,2023-09-15,281.634457711112,62019.64000000001,521.1734453781514,1301.8099634971434,521.173445,484.609217,1,1301.809963,62019.64
1886,2022-11-25,172.7231212487684,61626.119999999995,369.01868263473057,921.751102307066,369.018683,348.647159,1,921.751102,61626.12
1886,2023-02-10,203.6766435173237,72285.04,427.72213017751477,1068.3831565311243,427.72213,430.291073,1,1068.383157,72285.04
1886,2023-05-13,247.79828790097613,87379.12000000001,513.9948235294117,1283.8788859840001,513.994824,480.168176,1,1283.878886,87379.12
1886,2023-03-13,207.56889405780046,72053.87000000001,421.36766081871343,1052.5106833700586,421.367661,473.15093,1,1052.510683,72053.87
1886,2022-08-26,133.68175752661318,41556.94,243.02304093567247,607.033644662924,243.023041,256.590988,1,607.033645,41556.94
1886,2023-08-14,252.25135177396416,88151.56999999999,515.5062573099415,1287.6542117840936,515.506257,511.687267,1,1287.654212,88151.57
1886,2023-11-12,201.1024416730822,70033.70999999999,407.17273255813956,1017.0539669839536,407.172733,424.92848,1,1017.053967,70033.71
1886,2022-10-24,161.44172381960018,52552.119999999995,303.76947976878614,758.7687724235839,303.76948,306.438187,1,758.768772,52552.12
1886,2023-10-14,257.43443006342585,88234.29,510.02479768786134,1273.9623807558385,510.024798,485.421813,1,1273.962381,88234.29
1886,2023-07-14,229.3401967842731,77979.23,448.1564942528736,1119.4250102305748,448.156494,469.670227,1,1119.42501,77979.23
1886,2023-06-12,269.5902162524393,91289.01,515.7571186440676,1288.2808242623726,515.757119,504.306879,1,1288.280824,91289.01
1883,2022-06-23,83.3091976941817,19639.15,181.84398148148148,454.21789807962966,181.843981,159.411754,1,454.217898,19639.15
1883,2022-05-13,70.30948697205655,31621.690000000006,208.03743421052633,519.645056818158,208.037434,193.964467,1,519.645057,31621.69
1883,2022-08-09,110.30163177870527,38147.02,231.19406060606062,577.4866971204849,231.194061,251.711124,1,577.486697,38147.02
1876,2023-06-28,100.1616068690232,37046.85,217.92264705882351,544.33677642,217.922647,227.474737,1,544.336776,37046.85
1876,2022-12-24,101.38584066830288,34298.36000000001,199.40906976744182,498.092748464186,199.40907,194.210118,1,498.092748,34298.36
1876,2023-01-26,104.8265620513499,35873.38,208.56616279069766,520.9657383297674,208.566163,215.345562,1,520.965738,35873.38
1876,2022-11-30,103.73352308474892,34072.38999999999,196.9502312138728,491.9509533361849,196.950231,162.778391,1,491.950953,34072.39
1876,2022-08-20,122.52481387513488,41960.14,242.54416184971097,605.8374794113295,242.544162,172.860508,1,605.837479,41960.14
1876,2022-10-28,115.56111363401,35346.689999999995,204.31612716763007,510.3498123489018,204.316127,169.881622,1,510.349812,35346.69
1876,2023-02-26,108.44429980753905,37131.74,214.63433526011565,536.1230865234684,214.634335,190.091307,1,536.123087,37131.74
1876,2022-09-25,87.81937012548232,28580.960000000003,165.20786127167634,412.66346503028916,165.207861,163.812222,1,412.663465,28580.96
1876,2023-08-01,119.13738021886437,39017.47,224.23833333333332,560.1123754866667,224.238333,228.023214,1,560.112375,39017.47
1876,2023-04-18,110.7227892738936,37419.65000000001,209.04832402234632,522.1701018692737,209.048324,205.301778,1,522.170102,37419.65
1876,2023-08-30,129.16005137189697,42475.12999999999,237.2912290502793,592.7164727358659,237.291229,228.738757,1,592.716473,42475.13
1876,2023-05-21,117.63903436714881,38369.340000000004,206.2867741935484,515.2721811987097,206.286774,228.928743,1,515.272181,38369.34
1872,2022-08-12,59.03476280649149,19505.43,121.90893750000001,304.50950808075004,121.908938,125.308098,1,304.509508,19505.43
1872,2022-07-13,59.37981186052001,20182.08,124.58074074074077,311.1832557748149,124.580741,127.962469,1,311.183256,20182.08
1872,2022-10-09,64.69079587083864,22357.620000000003,136.32695121951218,340.5234571419512,136.326951,135.122099,1,340.523457,22357.62
1872,2023-01-18,102.27207562131123,37240.79,224.34210843373492,560.3715894985542,224.342108,216.287607,1,560.371589,37240.79
1872,2022-11-11,116.96777244208673,35068.23000000001,201.54155172413795,503.41935572482765,201.541552,184.452367,1,503.419356,35068.23
1870,2022-08-26,63.141608092595824,14998.110000000004,132.7266371681416,331.5304342906195,132.726637,168.511402,1,331.530434,14998.11
1870,2023-08-20,189.37719482463862,40989.68,356.43199999999996,890.311532608,356.432,410.051802,1,890.311533,40989.68
1870,2023-01-16,90.77555501901163,31757.019999999997,192.46678787878787,480.75201130230306,192.466788,220.181867,1,480.752011,31757.02
1870,2022-11-21,86.53391665082115,29039.55,175.99727272727282,439.61373169818205,175.997273,185.336954,1,439.613732,29039.55
1870,2023-03-19,125.04658697398865,45143.93,273.59957575757574,683.409058708606,273.599576,274.083234,1,683.409059,45143.93
1870,2022-12-18,94.10640878830218,26296.50999999999,158.41271084337347,395.6902393038554,158.412711,169.977394,1,395.690239,26296.51
1870,2023-10-23,160.52178813757806,57590.450000000004,344.852994011976,861.3889819748503,344.852994,396.02526,1,861.388982,57590.45
1870,2023-07-21,137.00562001651846,50128.720000000016,298.3852380952381,745.319776664762,298.385238,361.420422,1,745.319777,50128.72
1870,2023-06-16,137.2417089069025,48862.98,289.13005917159774,722.2017835214205,289.130059,342.86994,1,722.201784,48862.98
1870,2022-10-22,71.04032608657774,24089.59,141.70347058823532,353.9531637880001,141.703471,153.521294,1,353.953164,24089.59
1870,2023-02-18,114.5615476270561,38490.19,223.78017441860464,558.9679659904651,223.780174,264.364269,1,558.967966,38490.19
1870,2023-05-20,133.3290406868625,42033.020000000004,241.56908045977013,603.4018782119541,241.56908,285.564419,1,603.401878,42033.02
1870,2023-04-20,132.88769955183503,44475.299999999996,247.08500000000004,617.1797847400002,247.085,298.141734,1,617.179785,44475.3
1867,2022-09-10,9.73382202537596,952.92,6.482448979591836,16.19214628897959,6.482449,37.195,1,16.192146,952.92
1867,2022-11-11,7.444939190874402,887.45,5.5465625,13.854447861250001,5.546563,13.757624,1,13.854448,887.45
1867,2022-10-09,9.346171576048173,1011.2600000000001,6.320375000000002,15.787310771500007,6.320375,30.293865,1,15.787311,1011.26
1867,2022-08-07,5.772225284425938,283.45,1.5835195530726258,3.9553848145251402,1.58352,36.778773,1,3.955385,283.45
1853,2022-04-17,83.05634798180341,19845.65,183.75601851851857,458.99386832037055,183.756019,160.574909,1,458.993868,19845.65
1853,2023-07-15,195.9029709442778,46348.869999999995,410.1669911504424,1024.5331578431858,410.166991,458.302232,1,1024.533158,46348.87
1853,2022-05-27,67.15474411904515,30263.96,204.48621621621623,510.7746682583785,204.486216,170.215442,1,510.774668,30263.96
1853,2022-02-13,74.67310904823853,22925.790000000005,142.39621118012423,355.68352171900625,142.396211,143.320491,1,355.683522,22925.79
1853,2022-06-26,104.29619341442314,35829.71000000001,214.54916167664672,535.910336199042,214.549162,185.736527,1,535.910336,35829.71
1853,2022-09-24,174.108511076274,59138.2,354.1209580838323,884.5389104239521,354.120958,340.710178,1,884.53891,59138.2
1853,2023-08-13,209.47552850645044,75001.12000000001,446.43523809523805,1115.1255808647618,446.435238,460.475569,1,1115.125581,75001.12
1853,2023-03-10,185.50332074089377,65490.650000000016,389.8252976190477,973.7227807059527,389.825298,393.153977,1,973.722781,65490.65
1853,2022-03-18,92.56142376429304,29612.71,175.22313609467454,437.6800591552663,175.223136,170.694311,1,437.680059,29612.71
1853,2023-09-15,244.2616845084812,85527.58,506.08035502958586,1264.1097783285209,506.080355,494.441479,1,1264.109778,85527.58
1853,2023-06-10,223.64159842674815,76524.92000000001,450.14658823529413,1124.395954544,450.146588,484.707108,1,1124.395955,76524.92
1853,2022-11-26,216.10350192330586,73655.01,428.22680232558133,1069.6437488281395,428.226802,409.522807,1,1069.643749,73655.01
1853,2022-10-24,208.63604729132635,68491.04,398.2037209302326,994.6507751032559,398.203721,376.610361,1,994.650775,68491.04
1853,2022-08-22,139.57845991304902,47042.479999999996,273.50279069767436,683.1673047274418,273.502791,311.507798,1,683.167305,47042.48
1853,2023-10-15,239.3342199450633,81528.51999999999,471.26312138728315,1177.141760178497,471.263121,438.822114,1,1177.14176,81528.52
1853,2022-12-27,205.8056628959333,70066.95999999999,402.68367816091956,1005.841009392184,402.683678,377.557062,1,1005.841009,70066.96
1853,2023-04-10,243.34486708316902,85865.11999999997,493.47770114942534,1232.6303149498854,493.477701,495.994583,1,1232.630315,85865.12
1853,2023-05-08,205.75932982584624,70412.23000000001,404.667988505747,1010.7975070811492,404.667989,391.055031,1,1010.797507,70412.23
1853,2023-02-06,235.33310078595656,78874.32000000002,453.30068965517245,1132.2744078510345,453.30069,422.525349,1,1132.274408,78874.32
1853,2022-07-24,132.50960226391808,43478.1,245.6389830508475,613.5678599796611,245.638983,251.856353,1,613.56786,43478.1
1829,2023-10-28,135.59284553555852,30951.77,273.90946902654866,684.1831237511504,273.909469,395.655268,1,684.183124,30951.77
1829,2022-05-13,90.05214474300772,37343.94,237.8594904458599,594.1359010532485,237.85949,284.565733,1,594.135901,37343.94
1829,2022-07-18,123.21468629638527,42749.04,263.8829629629631,659.1384757392597,263.882963,321.865926,1,659.138476,42749.04
1829,2023-05-06,111.68209815176331,38985.689999999995,239.1760122699387,597.4243671923928,239.176012,365.600473,1,597.424367,38985.69
1829,2022-06-18,109.83419133614632,37653.92,231.00564417177915,577.0160622606136,231.005644,285.413436,1,577.016062,37653.92
1829,2022-03-19,106.17124588076642,35415.52999999999,215.94835365853655,539.4052994958536,215.948354,235.718947,1,539.405299,35415.53
1829,2023-07-09,131.7169794754979,47138.479999999996,287.429756097561,717.9546916897561,287.429756,392.27512,1,717.954692,47138.48
1829,2022-12-17,139.33997127553724,49035.97,295.3974096385543,737.856647281205,295.39741,371.630723,1,737.856647,49035.97
1829,2022-04-17,106.15906197061652,37108.46,223.54493975903614,558.3803865074699,223.54494,248.482143,1,558.380387,37108.46
1829,2023-03-31,144.44522923723576,52189.170000000006,312.50999999999993,780.6012284399999,312.51,405.064176,1,780.601228,52189.17
1829,2022-09-16,138.6587970106303,48675.12000000001,291.4677844311377,728.0410565346108,291.467784,356.963605,1,728.041057,48675.12
1829,2023-01-15,134.6167142615761,46208.540000000015,275.05083333333334,687.0340737366668,275.050833,354.290741,1,687.034074,46208.54
1829,2023-09-25,126.61835561892562,41141.52,244.89000000000007,611.6970171600002,244.89,403.83186,1,611.697017,41141.52
1829,2022-08-15,140.24949278336402,25443.98,151.4522619047619,378.30412368523815,151.452262,178.178274,1,378.304124,25443.98
1829,2023-06-09,151.02038006274887,51073.840000000004,304.0109523809524,759.3719333390477,304.010952,396.728571,1,759.371933,51073.84
1829,2023-02-25,126.71738246266067,42270.61,250.12195266272184,624.7656187268639,250.121953,312.966842,1,624.765619,42270.61
1829,2023-08-13,123.77169155678351,41518.29,241.3854069767442,602.9430905044187,241.385407,339.068353,1,602.943091,41518.29
1829,2022-11-18,148.41542019030828,51003.23,293.1220114942529,732.1730576788507,293.122011,307.829902,1,732.173058,51003.23
1824,2022-05-04,25.257306266175725,14202.29,94.05490066225167,234.93446928980137,94.054901,83.602333,1,234.934469,14202.29
1824,2022-02-08,55.4730556190517,20442.040000000005,118.84906976744183,296.866435824186,118.84907,115.063333,1,296.866436,20442.04
1824,2022-08-05,32.12989001661178,11312.85,65.01637931034485,162.40077296206903,65.016379,63.74431,1,162.400773,11312.85
1824,2022-03-10,58.17762569225517,21170.34,116.32054945054945,290.55058652175825,116.320549,117.987232,1,290.550587,21170.34
1824,2022-06-30,41.691926318745885,13736.21,72.67835978835978,181.53920492719578,72.67836,69.028636,1,181.539205,13736.21
1801,2022-01-19,79.2448214501993,28327.160000000007,170.64554216867472,426.2459436327712,170.645542,154.882765,1,426.245944,28327.16
1801,2021-12-18,113.09158774204847,34580.880000000005,177.3378461538462,442.9622749883078,177.337846,174.335115,1,442.962275,34580.88
1799,2023-02-13,,,,,0,97.096149,1,0,0
1799,2023-11-06,42.74231203257038,3482.11,62.180535714285725,155.31727805071432,62.180536,44.910755,1,155.317278,3482.11
1799,2022-06-06,45.54369785534636,17496.139999999996,120.66303448275862,301.39743670455175,120.663034,87.38507,1,301.397437,17496.14
1799,2022-03-05,62.071310757722635,19587.190000000002,124.7591719745223,311.62894916152874,124.759172,85.988795,1,311.628949,19587.19
1799,2023-03-12,63.924064831942324,22331.859999999997,139.57412499999995,348.6343906864999,139.574125,107.583333,1,348.634391,22331.86
1799,2022-08-05,61.98548855000592,21262.78,131.25172839506172,327.84634226123455,131.251728,97.482848,1,327.846342,21262.78
1799,2022-07-09,64.37644245437237,20731.280000000006,127.18576687116565,317.6902046645399,127.185767,93.597911,1,317.690205,20731.28
1799,2023-04-09,64.3936698689012,21811.680000000008,133.81398773006137,334.2464663676074,133.813988,102.720494,1,334.246466,21811.68
1799,2022-05-07,55.85617529833037,16855.039999999997,103.40515337423314,258.289941924908,103.405153,75.540377,1,258.289942,16855.04
1799,2022-10-10,61.72873022829784,19952.44,122.4076073619632,305.75510760343565,122.407607,92.858364,1,305.755108,19952.44
1799,2023-09-10,51.31456531484495,16093.68,98.73423312883435,246.62271181546012,98.734233,77.442625,1,246.622712,16093.68
